,Name,Sex,Color,C_ID,Generation,Favorite_Song,E_ID,PH_Name,PH_ID,PR_ID
20287,Jerome,Rooster,Black&White,275563381.0,Gen2,Train Kept A-Rollin',275563381.0,ETHYL,45863615.0,141566545.0
7258,Darion,Rooster,Black&White,931135376.0,Gen2,Dear Mr. Fantasy,931135376.0,ZORAIDA,830718116.0,763066813.0
16760,Jarrett,Rooster,Black&White,963839572.0,Gen2,Dancing In the Dark,963839572.0,TOWANDA,447173430.0,30363405.0
21245,Jaylen,Rooster,Black&White,6471828.0,Gen2,Cigarette,6471828.0,KANISHA,1363281.0,775121405.0
21008,Noe,Rooster,Black&White,11083077.0,Gen2,Thorn In My Pride,11083077.0,ELLY,986027613.0,550261202.0
19920,Stephan,Rooster,Black&White,357334097.0,Gen2,My Hero,357334097.0,CONSUELO,783212318.0,443353346.0
18368,Sincere,Rooster,Black&White,632123486.0,Gen2,Juke Box Hero,632123486.0,JOSIE,379535793.0,171198057.0
13166,Keshawn,Rooster,Black&White,378736202.0,Gen2,Breakfast in America,378736202.0,ALAYNA,687466224.0,200097845.0
20355,Kristopher,Rooster,Black&White,759016908.0,Gen2,Metal Health,759016908.0,ETHYL,45863615.0,334058719.0
2594,Joaquin,Rooster,Black&White,444601994.0,Gen2,Barracuda,444601994.0,DEANE,327145316.0,762431730.0
8500,Anderson,Rooster,Black&White,357800897.0,Gen2,Day Tripper,357800897.0,GIANNA,590450352.0,518692123.0
9581,Jalen,Rooster,Black&White,444782549.0,Gen2,THE CONTINUING STORY OF BUNG,444782549.0,SHARLENE,249446444.0,314063231.0
7240,Colt,Rooster,Black&White,617829035.0,Gen2,Point of Know Return,617829035.0,ZORAIDA,830718116.0,171198057.0
9752,Camren,Rooster,Black&White,334788963.0,Gen2,Fire Down Below,334788963.0,CLARINE,824725538.0,967323615.0
5974,Irvin,Rooster,Black&White,84244632.0,Gen2,Where the Streets Have No Name,84244632.0,ALEXANDRA,102582398.0,334058719.0
2998,Daquan,Rooster,Black&White,352628662.0,Gen2,My Love,352628662.0,MALORIE,423258457.0,787976750.0
2337,Jarred,Rooster,Black&White,813681844.0,Gen2,Livin' On the Fault Line,813681844.0,FERMINA,997044851.0,550261202.0
4588,Mason,Rooster,Black&White,900112839.0,Gen2,Yesterday,900112839.0,RANA,923804214.0,618028080.0
11381,Kory,Rooster,Black&White,471249873.0,Gen2,Back On The Chain Gang,471249873.0,ROXANNA,224031150.0,472295211.0
7245,Jonas,Rooster,Black&White,55922584.0,Gen2,Bad Motor Scooter,55922584.0,ZORAIDA,830718116.0,933690821.0
20245,Harley,Rooster,Black&White,172632401.0,Gen2,Your Song,172632401.0,ETHYL,45863615.0,171198057.0
5969,Tevin,Rooster,Black&White,46554586.0,Gen2,Radioactive,46554586.0,ALEXANDRA,102582398.0,542838249.0
7250,Hudson,Rooster,Black&White,127638502.0,Gen2,Who Made Who,127638502.0,ZORAIDA,830718116.0,518692123.0
4715,Gustavo,Rooster,Black&White,971713735.0,Gen2,A Hard Day's Night,971713735.0,RANA,923804214.0,287055622.0
7926,Deven,Rooster,Black&White,817697841.0,Gen2,So Into You,817697841.0,BARBIE,238196972.0,280225309.0
18088,Clayton,Rooster,Black&White,37541237.0,Gen2,Cold As Ice,37541237.0,STEPHANIE,162244863.0,600554862.0
21657,Chaim,Rooster,Black&White,249980558.0,Gen2,The Memory Remains,249980558.0,CATARINA,468233022.0,457028849.0
21392,Pablo,Rooster,Black&White,853160964.0,Gen2,Move It On Over,853160964.0,KANISHA,1363281.0,800981516.0
15778,Mohammed,Rooster,Black&White,659684205.0,Gen2,Right Now,659684205.0,KARMA,899514543.0,775121405.0
7675,Kobe,Rooster,Black&White,247097278.0,Gen2,I Want A New Drug,247097278.0,ZORAIDA,830718116.0,102634120.0
376,Marvin,Rooster,Black&White,85140244.0,Gen2,Never,85140244.0,GWENN,884986770.0,866881069.0
4604,Armando,Rooster,Black&White,278157226.0,Gen2,Since I've Been Loving You,278157226.0,RANA,923804214.0,823242036.0
6565,Dewayne,Rooster,Black&White,817041318.0,Gen2,Stranglehold,817041318.0,JONELL,461131488.0,550261202.0
16796,Jan,Rooster,Black&White,172885491.0,Gen2,Hungry Heart,172885491.0,TOWANDA,447173430.0,409300483.0
16556,Stefan,Rooster,Black&White,111547705.0,Gen2,Summertime Girls,111547705.0,TOWANDA,447173430.0,216432846.0
4828,Isidro,Rooster,Black&White,740894895.0,Gen2,How You Remind Me,740894895.0,RANA,923804214.0,849068796.0
18813,Trever,Rooster,Black&White,462938795.0,Gen2,What If I Came Knocking,462938795.0,ILIANA,598175413.0,767163035.0
14536,Arturo,Rooster,Black&White,612780166.0,Gen2,We're an American Band,612780166.0,RUBIE,733533272.0,618028080.0
5750,Vaughn,Rooster,Black&White,195714695.0,Gen2,The Stranger,195714695.0,ALEXANDRA,102582398.0,550261202.0
17544,Duane,Rooster,Black&White,899278135.0,Gen2,Way Cool Jr.,899278135.0,DELIA,409344934.0,967323615.0
20745,Allan,Rooster,Black&White,912348764.0,Gen2,I HEAR YOU KNOCKING,912348764.0,ELLY,986027613.0,628855526.0
10753,Freddie,Rooster,Black&White,288068863.0,Gen2,The Back Seat Of My Car,288068863.0,YANG,729890819.0,618028080.0
8376,Salvador,Rooster,Black&White,278857903.0,Gen2,Jesus Is Just Alright,278857903.0,GIANNA,590450352.0,600554862.0
9381,Eli,Rooster,Black&White,359405041.0,Gen2,Hunger Strike,359405041.0,SHARLENE,249446444.0,870351723.0
19451,Jaden,Rooster,Black&White,925379945.0,Gen2,I Can't Tell You Why,925379945.0,BRANDON,462413816.0,618028080.0
2194,Nikolas,Rooster,Black&White,802146287.0,Gen2,So Into You,802146287.0,FERMINA,997044851.0,762431730.0
3732,Jermaine,Rooster,Black&White,188598569.0,Gen2,Come to Poppa,188598569.0,HELLEN,905132962.0,762431730.0
6943,Jace,Rooster,Black&White,58153013.0,Gen2,Heartbreaker,58153013.0,PENELOPE,525986311.0,773595312.0
5304,Zaire,Rooster,Black&White,858591039.0,Gen2,Second Hand News,858591039.0,ALINA,148946432.0,618028080.0
14497,Cruz,Rooster,Black&White,893154031.0,Gen2,Venus and Mars/Rock Show,893154031.0,RUBIE,733533272.0,823242036.0
2094,Isaiah,Rooster,Black&White,128540231.0,Gen2,Gimme All Your Lovin,128540231.0,FERMINA,997044851.0,628855526.0
4906,Jordy,Rooster,Black&White,807669888.0,Gen2,Save Your Love,807669888.0,ELFREDA,852945005.0,197873604.0
4824,Amari,Rooster,Black&White,454961065.0,Gen2,Like a Stone,454961065.0,RANA,923804214.0,197873604.0
1302,Marcelo,Rooster,Black&White,736739351.0,Gen2,Get Back,736739351.0,SHAROLYN,59922539.0,167740021.0
14285,Matthew,Rooster,Black&White,76988156.0,Gen2,Synchronicity II,76988156.0,OCTAVIA,170093498.0,763066813.0
16663,Javier,Rooster,Black&White,703890218.0,Gen2,I Hate Myself For Loving You,703890218.0,TOWANDA,447173430.0,775121405.0
19620,Rolando,Rooster,Black&White,836565066.0,Gen2,The Dogs Of War,836565066.0,BRANDON,462413816.0,120625354.0
7448,Brad,Rooster,Black&White,58644715.0,Gen2,Shinin' On,58644715.0,ZORAIDA,830718116.0,789856705.0
3536,Zander,Rooster,Black&White,385906198.0,Gen2,Twentieth Century Fox,385906198.0,HELLEN,905132962.0,879147425.0
17966,Xavier,Rooster,Black&White,162345803.0,Gen2,Bringin' On The Heartbreak,162345803.0,STEPHANIE,162244863.0,767163035.0
1984,Walter,Rooster,Black&White,324400086.0,Gen2,Come Sail Away,324400086.0,FERMINA,997044851.0,797726697.0
22170,Jesse,Rooster,Black&White,647647495.0,Gen2,Fuel,647647495.0,GRETCHEN,605672782.0,789856705.0
6689,Vincenzo,Rooster,Black&White,160803388.0,Gen2,A Life Of Illusion,160803388.0,JONELL,461131488.0,955524027.0
21851,Miles,Rooster,Black&White,804036141.0,Gen2,Blaze of Glory,804036141.0,CATARINA,468233022.0,457028849.0
20453,Tevin,Rooster,Black&White,990445706.0,Gen2,Evil Ways,990445706.0,ETHYL,45863615.0,167740021.0
22261,Adrian,Rooster,Black&White,522120315.0,Gen2,Fairies Wear Boots,522120315.0,GRETCHEN,605672782.0,34072451.0
15132,Kobe,Rooster,Black&White,51485565.0,Gen2,Ridin' the Storm Out,51485565.0,AI,734213689.0,409300483.0
7988,Royce,Rooster,Black&White,997549298.0,Gen2,Even Better Than the Real Thing,997549298.0,BARBIE,238196972.0,823242036.0
2790,Jamarcus,Rooster,Black&White,370883295.0,Gen2,Brain Stew/Jaded,370883295.0,DEANE,327145316.0,509012901.0
12861,Mekhi,Rooster,Black&White,856909731.0,Gen2,Fooling Yourself,856909731.0,BARBRA,832570811.0,443353346.0
1067,Rashad,Rooster,Black&White,634309687.0,Gen2,We Just Disagree,634309687.0,SHAROLYN,59922539.0,787976750.0
6789,Leo,Rooster,Black&White,134242878.0,Gen2,Don't Stop Believin',134242878.0,PENELOPE,525986311.0,34072451.0
19050,Zachariah,Rooster,Black&White,853177290.0,Gen2,CAN'T GET IT OUT OF MY HEAD,853177290.0,ILIANA,598175413.0,550261202.0
21890,Leon,Rooster,Black&White,703840846.0,Gen2,Wheels Of Fortune,703840846.0,CATARINA,468233022.0,862253912.0
6116,Dante,Rooster,Black&White,232603814.0,Gen2,Carry On,232603814.0,ALEXANDRA,102582398.0,870351723.0
21610,Korey,Rooster,Black&White,658556440.0,Gen2,Don't Let The Sun Go Down On Me,658556440.0,CATARINA,468233022.0,600554862.0
12595,Sincere,Rooster,Black&White,578042418.0,Gen2,Breakdown,578042418.0,BARBRA,832570811.0,509012901.0
3482,Vincenzo,Rooster,Black&White,33155038.0,Gen2,With a Little Luck,33155038.0,HELLEN,905132962.0,933690821.0
22035,Garrison,Rooster,Black&White,309525291.0,Gen2,Perry Mason,309525291.0,CATARINA,468233022.0,509012901.0
21666,Brendan,Rooster,Black&White,951471154.0,Gen2,Alone Again,951471154.0,CATARINA,468233022.0,34072451.0
619,Deshaun,Rooster,Black&White,115709442.0,Gen2,Little Queenie,115709442.0,LOLITA,744877899.0,197873604.0
22528,Jean,Rooster,Black&White,328273552.0,Gen2,Lords of Summer (First Pass Version),328273552.0,GRETCHEN,605672782.0,967323615.0
21564,Nikhil,Rooster,Black&White,746331739.0,Gen2,Boogie With Stu,746331739.0,KANISHA,1363281.0,866881069.0
360,Dan,Rooster,Black&White,378427631.0,Gen2,She's a Rainbow,378427631.0,GWENN,884986770.0,628855526.0
5865,Tyshawn,Rooster,Black&White,562596248.0,Gen2,Screaming In The Night,562596248.0,ALEXANDRA,102582398.0,30363405.0
1470,Amari,Rooster,Black&White,642723716.0,Gen2,The Last Worthless Evening,642723716.0,SHAROLYN,59922539.0,800981516.0
3120,Alfred,Rooster,Black&White,901545258.0,Gen2,The Ripper,901545258.0,MALORIE,423258457.0,457028849.0
3323,Riley,Rooster,Black&White,967648190.0,Gen2,No Excuses,967648190.0,MALORIE,423258457.0,70708035.0
1510,Derick,Rooster,Black&White,568455756.0,Gen2,Bound for the Floor,568455756.0,RUFINA,34072451.0,443353346.0
16321,Brennen,Rooster,Black&White,630117478.0,Gen2,Magic,630117478.0,MARLEEN,621081892.0,119329546.0
10946,Charlie,Rooster,Black&White,965428007.0,Gen2,Counting Blue Cars,965428007.0,YANG,729890819.0,119329546.0
5270,Tylor,Rooster,Black&White,930827341.0,Gen2,Lodi,930827341.0,ALINA,148946432.0,472295211.0
4312,Gaige,Rooster,Black&White,929661542.0,Gen2,Fortunate Son,929661542.0,AURA,204608118.0,34072451.0
10976,Braxton,Rooster,Black&White,956452901.0,Gen2,Street Corner Serenade,956452901.0,YANG,729890819.0,197873604.0
11065,Jaiden,Rooster,Black&White,204229829.0,Gen2,Blurry,204229829.0,ROXANNA,224031150.0,509012901.0
2780,Kenneth,Rooster,Black&White,144157954.0,Gen2,Brain Stew/Jaded,144157954.0,DEANE,327145316.0,542838249.0
18642,Bryce,Rooster,Black&White,872398393.0,Gen2,Misty Mountain Hop,872398393.0,JOSIE,379535793.0,509012901.0
22937,Luca,Rooster,Black&White,170459717.0,Gen2,The First Cut Is The Deepest,170459717.0,MARYAM,683759644.0,30363405.0
22286,Quinn,Rooster,Black&White,191307209.0,Gen2,Middle Of The Road,191307209.0,GRETCHEN,605672782.0,797726697.0
19795,Maxwell,Rooster,Black&White,593983412.0,Gen2,Prove It All Night,593983412.0,CONSUELO,783212318.0,797726697.0
22704,Gilberto,Rooster,Black&White,373066595.0,Gen2,THE SONG IS OVER,373066595.0,MARYAM,683759644.0,70708035.0
23362,Jaydon,Rooster,Black&White,432953714.0,Gen2,Wild Night,432953714.0,JANETTE,428335380.0,197873604.0
13402,Sawyer,Rooster,Black&White,772373566.0,Gen2,Take Me In Your Arms,772373566.0,SALLIE,763377021.0,443353346.0
9321,Rey,Rooster,Black&White,31544631.0,Gen2,Why Don't We Get Drunk,31544631.0,SHARLENE,249446444.0,102634120.0
11364,Anton,Rooster,Black&White,304140689.0,Gen2,Tube Snake Boogie,304140689.0,ROXANNA,224031150.0,789856705.0
9830,Rickey,Rooster,Black&White,51593931.0,Gen2,Burnin' for You,51593931.0,CLARINE,824725538.0,866881069.0
16208,Asa,Rooster,Black&White,880935095.0,Gen2,The Boys Are Back In Town,880935095.0,MARLEEN,621081892.0,866881069.0
11596,Sincere,Rooster,Black&White,932573295.0,Gen2,Peg,932573295.0,AKILAH,135192679.0,119329546.0
7473,Winston,Rooster,Black&White,317397830.0,Gen2,Don't Believe Her,317397830.0,ZORAIDA,830718116.0,773595312.0
12588,Ahmad,Rooster,Black&White,450112178.0,Gen2,Bad Moon Rising,450112178.0,BARBRA,832570811.0,789856705.0
20894,Chance,Rooster,Black&White,782628513.0,Gen2,Black Velvet,782628513.0,ELLY,986027613.0,823242036.0
21047,Billy,Rooster,Black&White,80293189.0,Gen2,Come to Poppa,80293189.0,ELLY,986027613.0,30363405.0
12271,Joshua,Rooster,Black&White,308382667.0,Gen2,Learn To Fly,308382667.0,HWA,565418959.0,600554862.0
3691,Jamari,Rooster,Black&White,735599239.0,Gen2,Locomotive Breath,735599239.0,HELLEN,905132962.0,849068796.0
12417,Harry,Rooster,Black&White,987287578.0,Gen2,"My My, Hey Hey",987287578.0,HWA,565418959.0,854600776.0
17074,Erik,Rooster,Black&White,121841648.0,Gen2,IN MY LIFE,121841648.0,AKILAH,527948599.0,870351723.0
17517,Jaxon,Rooster,Black&White,338395621.0,Gen2,Telephone Line,338395621.0,DELIA,409344934.0,854600776.0
32,Demarco,Rooster,Black&White,422935442.0,Gen2,Fooled around and Fell in Love,422935442.0,GWENN,884986770.0,618028080.0
14699,Jay,Rooster,Black&White,63301004.0,Gen2,Dixie/Sweet Home Alabama,63301004.0,RUBIE,733533272.0,787976750.0
1286,Eddie,Rooster,Black&White,347108951.0,Gen2,IT WON'T BE LONG,347108951.0,SHAROLYN,59922539.0,890606190.0
19601,Gregory,Rooster,Black&White,331091108.0,Gen2,Hey Jude (Live),331091108.0,BRANDON,462413816.0,866881069.0
17191,Ladarius,Rooster,Black&White,857248599.0,Gen2,Shakedown Street,857248599.0,AKILAH,527948599.0,14586865.0
5534,Alonso,Rooster,Black&White,434663376.0,Gen2,Maybe I'm Amazed,434663376.0,ALINA,148946432.0,763066813.0
20598,Mason,Rooster,Black&White,160915678.0,Gen2,Harmony,160915678.0,ETHYL,45863615.0,767163035.0
13396,Grady,Rooster,Black&White,918655226.0,Gen2,Love Her Madly,918655226.0,SALLIE,763377021.0,618028080.0
20405,Skylar,Rooster,Black&White,443800673.0,Gen2,Happy Jack,443800673.0,ETHYL,45863615.0,800981516.0
5757,Tevin,Rooster,Black&White,104116763.0,Gen2,I've Got a Rock 'N' Roll Heart,104116763.0,ALEXANDRA,102582398.0,200097845.0
21224,Ross,Rooster,Black&White,829170219.0,Gen2,You're Going To Lose That Girl,829170219.0,KANISHA,1363281.0,542838249.0
780,Terrence,Rooster,Black&White,253627357.0,Gen2,I Melt With You,253627357.0,LOLITA,744877899.0,509012901.0
20358,Preston,Rooster,Black&White,157666697.0,Gen2,Space Cowboy,157666697.0,ETHYL,45863615.0,933690821.0
21509,Gerald,Rooster,Black&White,126565965.0,Gen2,When I Come Around,126565965.0,KANISHA,1363281.0,775121405.0
8039,Darryl,Rooster,Black&White,630543312.0,Gen2,Free Me,630543312.0,BARBIE,238196972.0,823242036.0
17860,Micah,Rooster,Black&White,790719864.0,Gen2,Hot Legs,790719864.0,STEPHANIE,162244863.0,521167154.0
3511,Jeremiah,Rooster,Black&White,270047846.0,Gen2,And She Was,270047846.0,HELLEN,905132962.0,879147425.0
6679,Jarred,Rooster,Black&White,757802325.0,Gen2,Thorn In My Pride,757802325.0,JONELL,461131488.0,171198057.0
10147,Shane,Rooster,Black&White,675441349.0,Gen2,Heavy Metal,675441349.0,JOHANA,919605639.0,628855526.0
7952,Milton,Rooster,Black&White,539749184.0,Gen2,Bell Bottom Blues,539749184.0,BARBIE,238196972.0,933690821.0
2249,Carson,Rooster,Black&White,799751450.0,Gen2,Crossfire,799751450.0,FERMINA,997044851.0,409300483.0
941,Quintin,Rooster,Black&White,961903106.0,Gen2,Something's Happening/,961903106.0,LOLITA,744877899.0,797726697.0
5146,Jaylon,Rooster,Black&White,778222553.0,Gen2,Whole Lotta Rosie,778222553.0,ELFREDA,852945005.0,866881069.0
5707,Aidan,Rooster,Black&White,260283962.0,Gen2,Dazed and Confused,260283962.0,ALINA,148946432.0,797726697.0
6282,Vincent,Rooster,Black&White,48927860.0,Gen2,Riders On The Storm,48927860.0,JONELL,461131488.0,870351723.0
769,Johnnie,Rooster,Black&White,422287031.0,Gen2,Leather and Lace,422287031.0,LOLITA,744877899.0,409300483.0
9015,August,Rooster,Black&White,83494439.0,Gen2,Rosewood Bitters,83494439.0,SONG,38690046.0,443353346.0
8608,Sabastian,Rooster,Black&White,521568992.0,Gen2,Cry Sister,521568992.0,GIANNA,590450352.0,955524027.0
17677,Hayden,Rooster,Black&White,947192902.0,Gen2,Round and Round,947192902.0,DELIA,409344934.0,443353346.0
11171,Nicolas,Rooster,Black&White,903893069.0,Gen2,Over the Hills and Far Away,903893069.0,ROXANNA,224031150.0,30363405.0
4232,Aric,Rooster,Black&White,224207383.0,Gen2,Arrested For Driving While Blind,224207383.0,AURA,204608118.0,473017162.0
18779,Kellen,Rooster,Black&White,78552272.0,Gen2,Look What The Cat Dragged In,78552272.0,ILIANA,598175413.0,800981516.0
17266,Zachary,Rooster,Black&White,696028351.0,Gen2,After Midnight,696028351.0,DELIA,409344934.0,618028080.0
14560,Kamron,Rooster,Black&White,318594233.0,Gen2,Dolly Dagger,318594233.0,RUBIE,733533272.0,141566545.0
11553,Terrence,Rooster,Black&White,231295761.0,Gen2,What Do You Do For Money Honey,231295761.0,AKILAH,135192679.0,823242036.0
18369,Dillion,Rooster,Black&White,153532862.0,Gen2,Killer Queen,153532862.0,JOSIE,379535793.0,409300483.0
13272,Nico,Rooster,Black&White,169937891.0,Gen2,I Can't Stand It,169937891.0,ALAYNA,687466224.0,789856705.0
12355,Sonny,Rooster,Black&White,554556519.0,Gen2,Bullfrog Blues,554556519.0,HWA,565418959.0,280225309.0
9312,Lincoln,Rooster,Black&White,375863959.0,Gen2,Owner of a Lonely Heart,375863959.0,SHARLENE,249446444.0,216432846.0
6166,Gordon,Rooster,Black&White,670518404.0,Gen2,Do You Know What I Mean,670518404.0,ALEXANDRA,102582398.0,457028849.0
16888,Tyree,Rooster,Black&White,222255258.0,Gen2,American Pie,222255258.0,AKILAH,527948599.0,119329546.0
6330,Tristian,Rooster,Black&White,505844466.0,Gen2,Party,505844466.0,JONELL,461131488.0,200097845.0
8285,Marshall,Rooster,Black&White,332285124.0,Gen2,What's Your Name,332285124.0,GIANNA,590450352.0,767163035.0
21023,Quintin,Rooster,Black&White,649548060.0,Gen2,Pride of Man,649548060.0,ELLY,986027613.0,119329546.0
4785,Marco,Rooster,Black&White,629316221.0,Gen2,Penny Lane,629316221.0,RANA,923804214.0,457028849.0
3483,Johnnie,Rooster,Black&White,480990522.0,Gen2,South City Midnight Lady,480990522.0,HELLEN,905132962.0,542838249.0
16313,Grayson,Rooster,Black&White,449174782.0,Gen2,Friday on My Mind,449174782.0,MARLEEN,621081892.0,14586865.0
3376,Jake,Rooster,Black&White,368313806.0,Gen2,Sometimes A Fantasy,368313806.0,MALORIE,423258457.0,457028849.0
10928,Bernard,Rooster,Black&White,52258842.0,Gen2,Jane Says,52258842.0,YANG,729890819.0,141566545.0
3446,Dayne,Rooster,Black&White,388668330.0,Gen2,Cross-eyed Mary,388668330.0,HELLEN,905132962.0,787976750.0
21743,Rhett,Rooster,Black&White,912603148.0,Gen2,Badge,912603148.0,CATARINA,468233022.0,690515072.0
2511,Nicholas,Rooster,Black&White,230623283.0,Gen2,AND WE DANCED,230623283.0,DEANE,327145316.0,141566545.0
5272,Jarod,Rooster,Black&White,253311484.0,Gen2,Neon Knights,253311484.0,ALINA,148946432.0,521167154.0
8552,Gino,Rooster,Black&White,904707189.0,Gen2,Rockin' Down The Highway,904707189.0,GIANNA,590450352.0,862253912.0
22744,Tyree,Rooster,Black&White,55919782.0,Gen2,Fortune Teller,55919782.0,MARYAM,683759644.0,102634120.0
15646,Ryley,Rooster,Black&White,116358459.0,Gen2,Dumb,116358459.0,KARMA,899514543.0,34072451.0
9126,Maximilian,Rooster,Black&White,718257024.0,Gen2,Fire,718257024.0,SHARLENE,249446444.0,30363405.0
16509,Peter,Rooster,Black&White,55014596.0,Gen2,Dirty Work,55014596.0,TOWANDA,447173430.0,890606190.0
17460,Kaleb,Rooster,Black&White,8002128.0,Gen2,My Demons,8002128.0,DELIA,409344934.0,314063231.0
16818,Emilio,Rooster,Black&White,550732760.0,Gen2,Bang a Gong (Get It On),550732760.0,TOWANDA,447173430.0,773595312.0
6160,Cornelius,Rooster,Black&White,509513902.0,Gen2,My City Was Gone,509513902.0,ALEXANDRA,102582398.0,650882381.0
8893,Pierre,Rooster,Black&White,665227845.0,Gen2,Owner of a Lonely Heart,665227845.0,SONG,38690046.0,518692123.0
6569,Sabastian,Rooster,Black&White,469619533.0,Gen2,Long Distance Runaround,469619533.0,JONELL,461131488.0,518692123.0
20403,Grant,Rooster,Black&White,378536148.0,Gen2,Young Lust,378536148.0,ETHYL,45863615.0,141566545.0
431,Nigel,Rooster,Black&White,887959556.0,Gen2,Changes,887959556.0,GWENN,884986770.0,628855526.0
17726,Clifton,Rooster,Black&White,493459537.0,Gen2,Cult Of Personality,493459537.0,STEPHANIE,162244863.0,789856705.0
17089,Sincere,Rooster,Black&White,570698703.0,Gen2,Crazy Little Thing Called Love,570698703.0,AKILAH,527948599.0,890606190.0
21318,Hunter,Rooster,Black&White,574500168.0,Gen2,Wicked Sensation,574500168.0,KANISHA,1363281.0,287055622.0
4169,Darryl,Rooster,Black&White,722371196.0,Gen2,Waiting on a Friend,722371196.0,AURA,204608118.0,141566545.0
10851,Ralph,Rooster,Black&White,582974536.0,Gen2,For Those About To Rock,582974536.0,YANG,729890819.0,409300483.0
21933,Forrest,Rooster,Black&White,339583064.0,Gen2,Been Caught Stealing,339583064.0,CATARINA,468233022.0,518692123.0
7319,Kyle,Rooster,Black&White,476809774.0,Gen2,THE LAST TIME,476809774.0,ZORAIDA,830718116.0,849068796.0
22849,Mitchell,Rooster,Black&White,898011103.0,Gen2,Where Have All the Good Times Gone!,898011103.0,MARYAM,683759644.0,457028849.0
7734,Ronnie,Rooster,Black&White,279007267.0,Gen2,Touch Too Much,279007267.0,BARBIE,238196972.0,600554862.0
18244,Domenic,Rooster,Black&White,791571473.0,Gen2,Sister Golden Hair,791571473.0,JOSIE,379535793.0,762431730.0
19222,Alonzo,Rooster,Black&White,512961027.0,Gen2,Another Day,512961027.0,BRANDON,462413816.0,409300483.0
13715,Landen,Rooster,Black&White,142465568.0,Gen2,Radioactive,142465568.0,SALLIE,763377021.0,857956630.0
11103,Brycen,Rooster,Black&White,515311890.0,Gen2,Hang Fire,515311890.0,ROXANNA,224031150.0,690515072.0
7055,Erik,Rooster,Black&White,596194764.0,Gen2,Cold Gin,596194764.0,PENELOPE,525986311.0,509012901.0
19533,Gavin,Rooster,Black&White,709144440.0,Gen2,With a Little Help From My Friends,709144440.0,BRANDON,462413816.0,650882381.0
23244,Devon,Rooster,Black&White,940673600.0,Gen2,I'm On Fire,940673600.0,JANETTE,428335380.0,171198057.0
17397,Kieran,Rooster,Black&White,185477022.0,Gen2,My Kinda Lover,185477022.0,DELIA,409344934.0,650882381.0
19600,Kendrick,Rooster,Black&White,742930450.0,Gen2,With A Little Help From My Friends,742930450.0,BRANDON,462413816.0,334058719.0
16079,Ronnie,Rooster,Black&White,679827809.0,Gen2,Fly,679827809.0,MARLEEN,621081892.0,800981516.0
15676,Terry,Rooster,Black&White,862663373.0,Gen2,Gloria,862663373.0,KARMA,899514543.0,280225309.0
10476,Amari,Rooster,Black&White,713122170.0,Gen2,Youth Gone Wild,713122170.0,JOHANA,919605639.0,141566545.0
6624,Korbin,Rooster,Black&White,59862195.0,Gen2,Drift Away,59862195.0,JONELL,461131488.0,870351723.0
8449,Koby,Rooster,Black&White,270009303.0,Gen2,It Don't Come Easy,270009303.0,GIANNA,590450352.0,862253912.0
8714,Judah,Rooster,Black&White,705993393.0,Gen2,Uncle Albert/Admiral Halsey,705993393.0,SONG,38690046.0,542838249.0
18397,Darius,Rooster,Black&White,314374321.0,Gen2,Do You Feel Like We Do,314374321.0,JOSIE,379535793.0,280225309.0
5561,Herbert,Rooster,Black&White,467084026.0,Gen2,Cradle of Love,467084026.0,ALINA,148946432.0,933690821.0
17467,Johnathon,Rooster,Black&White,339723040.0,Gen2,Take Me To The River,339723040.0,DELIA,409344934.0,120625354.0
7852,Derick,Rooster,Black&White,60084693.0,Gen2,The Letter,60084693.0,BARBIE,238196972.0,849068796.0
21595,Ricardo,Rooster,Black&White,367687303.0,Gen2,Hot Blooded,367687303.0,KANISHA,1363281.0,862253912.0
17502,Jalon,Rooster,Black&White,887421744.0,Gen2,Allentown,887421744.0,DELIA,409344934.0,797726697.0
3874,Manuel,Rooster,Black&White,67622538.0,Gen2,Used To Bad News,67622538.0,AURA,204608118.0,457028849.0
21788,Genaro,Rooster,Black&White,817916216.0,Gen2,The Boys Of Summer,817916216.0,CATARINA,468233022.0,521167154.0
6605,Nickolas,Rooster,Black&White,577844323.0,Gen2,Misty Mountain Hop,577844323.0,JONELL,461131488.0,967323615.0
16187,Jamie,Rooster,Black&White,476444931.0,Gen2,Helplessly Hoping,476444931.0,MARLEEN,621081892.0,870351723.0
14534,Malcolm,Rooster,Black&White,967670847.0,Gen2,When You Close Your Eyes,967670847.0,RUBIE,733533272.0,536339090.0
18419,Johan,Rooster,Black&White,344965283.0,Gen2,Until It Sleeps,344965283.0,JOSIE,379535793.0,119329546.0
6033,Octavio,Rooster,Black&White,763984540.0,Gen2,Gypsy Road,763984540.0,ALEXANDRA,102582398.0,870351723.0
10647,Kyler,Rooster,Black&White,310939461.0,Gen2,Blue Collar Man,310939461.0,YANG,729890819.0,862253912.0
477,Wesley,Rooster,Black&White,705415461.0,Gen2,Lay Down Sally,705415461.0,GWENN,884986770.0,473017162.0
2776,Sheldon,Rooster,Black&White,66031001.0,Gen2,Have You Ever Loved a Woman,66031001.0,DEANE,327145316.0,775121405.0
21400,Erick,Rooster,Black&White,794314190.0,Gen2,YOU GOTTA MOVE,794314190.0,KANISHA,1363281.0,509012901.0
11992,Erik,Rooster,Black&White,965787597.0,Gen2,Wonderwall,965787597.0,HWA,565418959.0,334058719.0
9483,Blaine,Rooster,Black&White,88513087.0,Gen2,You're All I've Got Tonight,88513087.0,SHARLENE,249446444.0,70708035.0
